yearterm,subject,crse,sec,instructor_last,instructor_first,forms_requested,forms_returned,percentage_passed,course_overall,course_overall_SD,instructor_overall,instructor_overall_SD,total_hours,prior_interest,effectiveness,availability,challenge,amount_learned,respect,course_title,campus,college,instructor_group
20107,CSCI,4308,10,SANDERS,BRUCE,42,39,100%,4.6,1.4,5.1,1,16+,4.7,4.8,5.7,5.2,4.9,5.9,SOFTWARE ENGINEERING PRO,BD,EN,OTH
20107,CSCI,4308,11,KESSEL,ANDREW,42,28,100%,4.6,1.5,5.2,0.9,16+,4.8,4.8,5.4,5.1,5,5.8,SOFTWARE ENGINEERING PRO,BD,EN,TA
20107,CSCI,4314,1,GOLDBERG,DEBRA,14,12,100%,3.1,1.7,3,1.7,4-6,3.3,3.2,4.3,4,3.2,5.7,ALGORITHMS: MOLECULARBIO,BD,EN,TTT
20107,CSCI,4809,1,KING,ROGER,23,12,100%,3.9,1.6,4.5,1.4,4-6,5.1,4.3,5.2,3.9,3.8,6,COMPUTER ANIMATION,BD,EN,TTT
20107,CSCI,4830,6,CORRELL,NIKOLAUS,27,24,100%,4,1.2,4,1.4,7-9,4.8,4.1,4.3,4.8,4.2,5.7,SPEC TPCS IN COMPUTER SC,BD,EN,TTT
20107,CSCI,4830,802,CORRELL,NIKOLAUS,7,5,100%,5.2,0.4,5.6,0.5,7-9,5.4,5.4,6,5,5,6,SPEC TPCS IN COMPUTER SC,BD,EN,TTT
20107,CSCI,4830,803,MOZER,MICHAEL,7,7,100%,5.6,0.5,5.6,0.5,7-9,4.9,5.4,5.9,5.7,5.7,5.9,SPEC TPCS IN COMPUTER SC,BD,EN,TTT
20107,CSCI,4839,1,PALEN,LEYSIA,34,26,100%,4,1.2,4.4,1.3,7-9,3.8,4.2,5,3.3,4,5.8,USER-CENTERED DESIGN,BD,EN,TTT
20107,CSCI,5417,1,MARTIN,JAMES,33,25,100%,5.6,0.6,5.8,0.5,7-9,4.5,5.5,5.4,5,5.4,6,INFORMATION RETRIEVAL SY,BD,EN,TTT
20107,CSCI,5444,1,EHRENFEUCHT,ANDRZEJ,22,14,100%,4.6,1.3,5,1,4-6,4.4,4.8,5.1,4.1,4.3,5.9,INTRO TO THEORY OF COMP,BD,EN,TTT
20107,CSCI,5573,1,MISHRA,SHIVAKANT,13,9,100%,4.9,1.2,5.1,0.9,7-9,5.2,5.1,5.2,4.8,5,5.9,ADVANCED OPERATING SYSTE,BD,EN,TTT
20107,CSCI,5606,1,CAI,XIAO,8,6,100%,5.2,0.4,5.7,0.5,10-12,4.8,5.5,5.3,5.5,5.2,5.8,PRIN OF NUM COMPUTATION,BD,EN,TTT
20107,CSCI,5646,1,JESSUP,ELIZABETH,6,5,100%,5,1.2,5.4,0.9,7-9,4.8,5.6,5.6,5,4.4,6,NUMERICAL LINEAR ALGEBRA,BD,EN,TTT
20107,CSCI,5722,1,MULLIGAN,JANE,23,19,100%,4.6,0.9,4,1.1,10-12,4.4,4.1,5.1,5.1,4.5,5.8,COMPUTER VISION,BD,EN,OTH
20107,CSCI,5839,1,LEWIS,CLAYTON,38,22,91%,4.8,0.8,5.3,0.7,10-12,4.6,5,4.9,4,4.5,5.8,USER-CENTERED DESIGN,BD,EN,TTT
20107,CSCI,6000,1,BRADLEY,ELIZABETH,24,18,100%,5.2,0.6,5.6,0.5,0-3,4.3,5.7,5.7,3.2,4.9,6,INTRO CSCI PHD PROGRAM,BD,EN,TTT
20107,CSCI,7000,2,LV,QIN,6,4,100%,5.3,1,5.5,0.6,7-9,5.5,5.5,5,5.8,5.3,5.3,CURRENT TPCS IN COMPUTER,BD,EN,TTT
20107,CSCI,7000,3,CLAUSET,AARON,13,11,100%,5.4,0.8,5.7,0.7,10-12,5.2,5.5,6,5.5,5.4,6,CURRENT TPCS IN COMPUTER,BD,EN,TTT
20107,CSCI,7135,1,CHANG,BOR-YUH,10,7,100%,4.4,1.8,4.6,1.7,10-12,4.4,4.3,5,4.9,4.3,5.9,TPCS IN PROGRAMMING LANG,BD,EN,TTT
20107,CSCI,7154,1,SANKARANARAYANAN,SR,6,4,100%,5.8,0.5,5.8,0.5,10-12,5.5,5.5,5.8,5.5,5.8,5.8,TOPIC IN THEORY OF COMPU,BD,EN,TTT
20107,CSCI,7772,1,MARTIN,JAMES,13,6,100%,5.8,0.4,6,0,0-3,5.8,6,5.7,5,5.5,6,TPCS-COGNITIVE SCIENCE,BD,EN,TTT
20104,CSCI,1240,200,EISENBERG,MICHAEL,14,7,100%,4.1,1.3,4.1,1.2,7-9,2.9,4.1,4.1,4.9,3.9,5.1,COMPUTATIONAL WORLD,BD,EN,TTT
20104,CSCI,1300,100,LAMARCHE,JEFFREY,29,26,100%,4.9,1.4,5.3,1,13-15,4.8,5,5.8,5.4,5.2,6,COMP SCI I: PROGRAMMING,BD,EN,TA
20104,CSCI,2270,200,WHITE,ELIZABETH,41,35,100%,5.4,0.6,5.6,0.6,13-15,5.2,5.5,5.1,4.9,5.4,6,COMP SCI II: DATA STRUCT,BD,EN,OTH
20104,CSCI,2270,201,WHITE,ELIZABETH,20,0,,,,,,,,,,,,,RECITATION,BD,EN,OTH
20104,CSCI,2270,202,WHITE,ELIZABETH,21,0,,,,,,,,,,,,,RECITATION,BD,EN,OTH
20104,CSCI,4123,410,SANTOS,JOSE,6,4,100%,4,0.8,4.5,1,16+,5,4.8,4.5,4.5,4,5.8,NETWORK LAB,BD,EN,OTH
20104,CSCI,4123,411,SANTOS,JOSE,6,3,100%,4.7,0.6,4.7,1.2,13-15,5,4.3,4,4.7,4.3,5.7,LAB,BD,EN,OTH
20104,CSCI,4229,100,SCHREUDER,WILLEM,35,24,100%,5.5,0.9,5.7,0.9,13-15,4.8,5.4,5.5,4.8,5.2,6,COMPUTER GRAPHICS,BD,EN,OTH
20104,CSCI,4809,101,KING,ROGER,17,11,100%,4.8,1.3,4.9,1.5,10-12,5.1,4.6,5.2,4.5,4.7,5.8,COMPUTER ANIMATION,BD,EN,TTT
20101,CSCI,1240,1,EISENBERG,MICHAEL,41,17,100%,3.9,1.4,4,1.3,4-6,4.8,4.4,3.7,4.1,3.8,5.5,COMPUTATIONAL WORLD,BD,EN,TTT
20101,CSCI,1300,100,MAIN,MICHAEL,205,140,99%,5.2,0.8,5.6,0.7,7-9,4.2,5.3,5.5,4.4,5.2,5.9,COMP SCI I: PROGRAMMING,BD,EN,TTT
20101,CSCI,1300,101,DUPLYAKIN,DMITRY,16,7,100%,5.1,0.7,5.3,0.8,7-9,3.7,5.1,5.3,4.1,5.1,5.9,RECITATION,BD,EN,TA
20101,CSCI,1300,102,PHILLIPS,CALEB,25,8,100%,5.5,0.8,5.6,0.7,7-9,5,5.8,5.5,4.8,5.1,6,RECITATION,BD,EN,TA
20101,CSCI,1300,103,PHILLIPS,CALEB,25,18,100%,5.4,0.7,5.9,0.2,4-6,4.2,5.6,5.8,4.8,5.3,6,RECITATION,BD,EN,TA
20101,CSCI,1300,104,PHILLIPS,CALEB,24,16,100%,5.3,0.6,5.8,0.4,4-6,4.7,5.3,5.8,4.3,5.6,5.9,RECITATION,BD,EN,TA
20101,CSCI,1300,105,DUPLYAKIN,DMITRY,25,11,100%,5.2,0.9,5.1,0.8,7-9,4.5,4.9,4.6,4.7,5.4,6,RECITATION,BD,EN,TA
20101,CSCI,1300,106,GARTRELL,MIKE,25,10,100%,4.8,0.8,4.3,1.3,4-6,3.8,3.8,4.1,4.6,5,5.7,RECITATION,BD,EN,TA
20101,CSCI,1300,107,GARTRELL,MIKE,25,9,100%,5.2,0.7,5.4,0.7,7-9,3.8,4.8,5.6,4.8,5.3,6,RECITATION,BD,EN,TA
20101,CSCI,1300,108,AHN,JUNHO,17,3,100%,3.3,2.5,4.3,2.9,4-6,5,3.5,4,4.7,4.3,6,RECITATION,BD,EN,TA
20101,CSCI,1300,109,GARTRELL,MIKE,10,4,100%,5,0,4.8,1.3,7-9,5,4.8,4.5,5,5.3,5.8,RECITATION,BD,EN,TA
20101,CSCI,1300,110,AHN,JUNHO,13,2,100%,5.5,0.7,4,,4-6,4,4.5,5,5.5,5,5.5,RECITATION,BD,EN,TA
20101,CSCI,2270,10,MISHRA,SHIVAKANT,96,39,100%,3.9,1.2,3.7,1.3,7-9,5.1,3.5,4.5,4.2,4.2,5.8,COMP SCI II: DATA STRUCT,BD,EN,TTT
20101,CSCI,2270,11,MAHDIAN,ALIREZA,16,10,100%,3.8,0.8,3.7,1.3,10-12,5.3,3,4.6,4.4,3.8,4.7,RECITATION,BD,EN,TA
20101,CSCI,2270,12,MAHDIAN,ALIREZA,20,9,100%,4.2,1.2,4.4,1.9,7-9,5.1,4,5.1,4.4,4.6,5.8,RECITATION,BD,EN,TA
20101,CSCI,2270,13,ZHENG,CHENYU,20,13,100%,3.8,1.4,4,1.4,7-9,5.4,3.5,4.2,4.5,3.8,5.9,RECITATION,BD,EN,TA
20101,CSCI,2270,14,ZHENG,CHENYU,20,8,100%,4.4,1.5,4.3,1.2,7-9,5,4.1,5,4.8,4.3,5.8,RECITATION,BD,EN,TA
20101,CSCI,2270,15,ZHENG,CHENYU,20,9,100%,4,0.5,4.1,1.5,4-6,4.8,3.7,4.4,4.9,4.4,5.9,RECITATION,BD,EN,TA
20101,CSCI,2824,1,MAIN,MICHAEL,57,29,100%,5,0.8,5.8,0.5,4-6,3.9,5.3,5.5,4.7,5,5.9,DISCRETE STRUCTURES,BD,EN,TTT
20101,CSCI,2830,1,MAIN,MICHAEL,3,3,100%,5.7,0.6,6,0,0-3,5.7,5.3,5.7,5,5,6,SP TPS-MENTOR/DEBUG,BD,EN,TTT
20101,CSCI,2830,2,MAIN,MICHAEL,3,3,100%,6,0,6,0,0-3,5.7,6,5.7,5.3,5.3,6,SP TPS-IDEAS IN COMP,BD,EN,TTT
20101,CSCI,3104,10,BLACK,JOHN,37,26,100%,5,1,5.4,1.1,7-9,4.7,5.3,4.8,5,5.1,5.9,ALGORITHMS,BD,EN,TTT
20101,CSCI,3104,11,RAMANARAYAMAN,K,27,18,100%,3.4,1.5,2.9,1.8,4-6,4.3,2.9,4,4.1,3.3,5.4,RECITATION,BD,EN,TA
20101,CSCI,3104,12,RAMANARAYAMAN,K,10,4,100%,4.3,2.2,3,1.4,10-12,5,3.5,4.3,4.5,4.5,6,RECITATION,BD,EN,TA
20101,CSCI,3155,10,DIWAN,AMER,45,24,100%,5.1,0.7,5.5,0.7,7-9,4.3,5.2,5.5,4.6,4.9,5.8,PRINCIP OF PROG LANGS,BD,EN,TTT
20101,CSCI,3155,11,DIXON,BRYAN,24,8,100%,3.5,1.6,3,1.9,4-6,4.8,2.8,4.3,3.5,3.5,5.6,RECITATION,BD,EN,TA
20101,CSCI,3155,12,DIXON,BRYAN,21,6,100%,2.3,1.4,1.8,1.2,4-6,3.5,1.5,3.4,2.7,2.3,5,RECITATION,BD,EN,TA
20101,CSCI,3308,10,DIWAN,AMER,80,50,98%,5.4,0.7,5.6,0.6,7-9,4.8,5.5,5.6,4.7,5.3,5.9,SOFTWARE ENG METHODS,BD,EN,TTT
20101,CSCI,3308,11,HOMAEI,HADJAR,7,4,100%,1.8,1,1.3,0.5,4-6,3.8,1,1.3,2.3,2,4,LAB,BD,EN,TA
20101,CSCI,3308,12,HOMAEI,HADJAR,26,21,100%,4.8,1.2,4.7,1.2,4-6,4.6,4.1,4.5,4.8,4.8,6,LAB,BD,EN,TA
20101,CSCI,3308,13,ROBISON,JASON,23,18,100%,5,1,5.5,0.7,4-6,4.8,5.3,5.7,4.6,4.7,5.9,LAB,BD,EN,TA
20101,CSCI,3308,14,ROBISON,JASON,24,20,100%,5.1,0.9,5.7,0.6,4-6,4.9,5.3,5.7,4.4,5.2,6,LAB,BD,EN,TA
20101,CSCI,3434,1,GOLDBERG,DEBRA,11,8,100%,5,0.8,5.7,0.5,7-9,3.8,5.3,5.5,4.5,5,5.9,THEORY OF COMPUTATION,BD,EN,TTT
20101,CSCI,3656,1,BYRD,RICHARD,31,22,100%,4.3,1.2,4.9,1.2,7-9,3.6,4.5,5,5.1,4.6,5.7,NUMERICAL COMP 1,BD,EN,TTT
20101,CSCI,3753,10,HAN,RICHARD,51,32,100%,4.9,1.2,5,1.2,7-9,4.6,4.8,4.9,4.8,4.7,5.9,OPERATING SYSTEMS,BD,EN,TTT
20101,CSCI,3753,11,WAILES,CHRISTIAN,24,17,100%,4.6,1.2,4.5,1.5,7-9,4.4,4.5,4.7,5.1,4.6,5.8,RECITATION,BD,EN,TA
20101,CSCI,3753,12,WAILES,CHRISTIAN,22,18,100%,4.7,1.5,5,1.3,7-9,4.5,4.9,5.5,4.8,4.5,5.8,RECITATION,BD,EN,TA
20101,CSCI,3753,13,WAILES,CHRISTIAN,5,5,100%,4.8,0.8,5.4,0.9,7-9,5,5,5,4.8,4.6,6,RECITATION,BD,EN,TA
20101,CSCI,4113,2,PHILLIPS,CALEB,36,19,100%,5.3,0.7,5.7,0.5,7-9,5.2,5.4,5.7,4.5,5.1,6,UNIX SYSTEM ADMIN,BD,EN,TA
20101,CSCI,4123,10,SANTOS,JOSE,15,8,100%,5.3,1,4.9,0.6,16+,5.3,5,4.9,4.9,5.4,5.5,NETWORK LAB,BD,EN,OTH
20101,CSCI,4123,11,SANTOS,JOSE,15,6,100%,5,1.1,5.2,0.8,13-15,5.5,5.3,5.2,4.8,5.2,5.5,LAB,BD,EN,OTH
20101,CSCI,4133,10,MACKEY,DAVID,13,6,100%,5.2,1,5.3,0.8,13-15,5.7,5.2,4.2,5.7,5.7,5.8,SECURITY LAB,BD,EN,OTH
20101,CSCI,4318,10,SANDERS,BRUCE,60,44,100%,5.2,1.1,5.5,0.8,13-15,5.1,5.2,5.9,5.3,5.4,6,SOFTWARE ENG PROJECT 2,BD,EN,OTH
20101,CSCI,4318,11,COBB,GUY,60,45,100%,5.2,1,5.8,0.6,13-15,5.2,5.4,5.8,5.3,5.3,6,RECITATION,BD,EN,TA
20101,CSCI,4446,1,BRADLEY,ELIZABETH,21,18,100%,5.8,0.4,6,0,7-9,4.6,5.7,5.6,5.1,5.5,5.9,CHAOTIC DYNAMICS,BD,EN,TTT
20101,CSCI,4576,20,JESSUP,ELIZABETH,9,3,100%,6,0,5.7,0.6,10-12,5.7,5.3,5.7,5.7,5.7,6,HIGH-PERF SCI COMP 1,BD,EN,TTT
20101,CSCI,4576,20,WOITASZEK,MATTHEW,9,0,,,,,,,,,,,,,HIGH-PERF SCI COMP 1,BD,EN,OTH
20101,CSCI,4576,22,JESSUP,ELIZABETH,9,0,,,,,,,,,,,,,LAB,BD,EN,TTT
20101,CSCI,4576,22,WOITASZEK,MATTHEW,9,6,100%,5.5,0.8,6,0,10-12,5.2,5.8,5.7,5.7,5.5,6,LAB,BD,EN,OTH
20101,CSCI,4810,1,GOLDBERG,DEBRA,9,8,100%,4.8,0.9,5.3,0.5,0-3,5.4,5.4,4.9,3.8,4.8,5.8,SEMINAR IN CB&HI,BD,EN,TTT
20101,CSCI,4830,1,MAIN,MICHAEL,14,12,100%,5.3,0.7,5.6,0.5,4-6,4.6,5.4,5.9,4.3,5.1,6,NATURAL COMPUTING,BD,EN,TTT
20101,CSCI,4830,3,SIEK,KATIE,12,8,100%,4.6,1.7,4.9,1.4,7-9,4,5.1,5,4.4,5.1,5.9,TPC-GAMES FOR HEALTH,BD,EN,TTT
20101,CSCI,4830,4,LV,QIN,14,10,100%,4.1,1.2,4.3,1.3,7-9,5.4,4.2,5.1,4.6,4.7,5.8,DATA MINING,BD,EN,TTT
20101,CSCI,4830,5,LEWIS,CLAYTON,30,15,100%,5.1,0.9,5.1,0.6,7-9,5.3,5.1,5.2,4.3,4.8,6,TPC-GAME PROGRAMMING,BD,EN,TTT
20101,CSCI,4830,5,REPENNING,ALEX,30,15,100%,5,0.9,5.1,1,7-9,5.2,5.1,5.1,4.5,4.7,5.9,TPC-GAME PROGRAMMING,BD,EN,OTH
20101,CSCI,4830,6,SCHREUDER,WILLEM,12,8,100%,5,1.3,5.6,0.5,4-6,5,5,5.5,4.6,4.6,6,ADV COMPUTER GRAPHICS,BD,EN,OTH
20101,CSCI,4830,7,SANKARANARAYANAN,SR,8,5,100%,5.2,0.4,5.8,0.4,4-6,4.4,5.4,6,4.4,5.4,6,AUTOMATA CYBER PHYS SYST,BD,EN,TTT
20101,CSCI,4830,8,CORRELL,NIKOLAUS,23,20,95%,4.6,1.1,4.9,1,4-6,4.6,4.7,5.5,4.6,4.5,5.8,INTRODUCTION TO ROBOTICS,BD,EN,TTT
20101,CSCI,4839,1,PALEN,LEYSIA,41,38,100%,3.9,1.5,4.3,1.5,7-9,4.3,4.3,5,3.7,4,5.6,USER CENTERED DESIGN,BD,EN,TTT
20101,CSCI,5454,1,EHRENFEUCHT,ANDRZEJ,26,12,100%,4.4,1.4,4.8,1.3,4-6,4.6,4.7,4.9,3.9,4.1,6,DESIGN ANLYS OF ALGOS,BD,EN,TTT
20101,CSCI,5535,1,CHANG,BOR-YUH,18,15,100%,4.6,1.3,5.4,0.9,13-15,4,4.9,5.4,5.7,4.7,5.9,FUND CONCEPTS/PROG LANG,BD,EN,TTT
20101,CSCI,5576,20,JESSUP,ELIZABETH,12,7,100%,5.4,0.8,5.1,0.7,10-12,5.1,5.1,5.6,4.7,5.4,6,HIGH-PERF SCI COMP 1,BD,EN,TTT
20101,CSCI,5576,20,WOITASZEK,MATTHEW,12,0,,,,,,,,,,,,,HIGH-PERF SCI COMP 1,BD,EN,OTH
20101,CSCI,5576,21,JESSUP,ELIZABETH,12,0,,,,,,,,,,,,,LAB,BD,EN,TTT
20101,CSCI,5576,21,WOITASZEK,MATTHEW,12,12,100%,5.6,0.5,5.7,0.7,10-12,5,5.8,5.7,4.9,5.5,5.9,LAB,BD,EN,OTH
20101,CSCI,5673,1,MISHRA,SHIVAKANT,12,12,100%,4.8,1.1,5,1.4,10-12,4.8,4.5,4.8,5.1,4.7,5.5,DISTRIBUTED SYSTEMS,BD,EN,TTT
20101,CSCI,5817,1,KING,ROGER,23,13,100%,4.2,1.2,4.4,1.2,7-9,4.4,4.5,4.8,4.2,4.4,5.8,DATABASE SYSTEMS,BD,EN,TTT
20101,CSCI,5828,1,ANDERSON,KENNETH,26,8,100%,5.4,1.1,5.4,1.1,7-9,5.6,5.3,5.1,5.3,5.5,5.9,FOUNDATIONS/SFTWARE ENGR,BD,EN,TTT
20101,CSCI,5832,1,MARTIN,JAMES,29,24,100%,5.1,0.8,5.2,1,7-9,5.2,5.3,5,5.2,5.1,5.8,NATURAL LANG PROCESSING,BD,EN,TTT
20101,CSCI,6676,1,BYRD,RICHARD,5,4,100%,5.5,0.6,5.8,0.5,7-9,5.5,5.3,5.8,5,5.5,6,NUM METHS UNCONSTD OPTM,BD,EN,TTT
20101,CSCI,7000,2,BLACK,JOHN,14,10,100%,5.7,0.5,5.8,0.4,7-9,5.1,5.8,5.7,5.7,5.6,5.8,TPC-CRYTPOGRAPHY,BD,EN,TTT
20101,CSCI,7772,3,MARTIN,JAMES,14,0,,,,,,,,,,,,,TPCS-COGNITIVE SCIENCE,BD,EN,TTT
20097,CSCI,1000,1,LEWIS,CLAYTON,89,44,93%,3.2,1.7,4.4,1.5,0-3,3.8,3.7,4.6,1.9,2.9,5.8,CS AS FIELD OF WK & STDY,BD,EN,TTT
20097,CSCI,1220,1,BENNETT,JOHN,76,55,100%,4.6,1.3,5.1,1.1,7-9,4.3,4.7,4.8,4.9,4.7,5.7,VR: INTRO TO COMP SCI,BD,EN,TTT
20097,CSCI,1300,10,NUTT,GARY,50,35,100%,4.4,1.3,3.9,1.5,10-12,5,3.6,4.5,4.9,4.7,5.2,COMP SCI I: PROGRAMMING,BD,EN,TTT
20097,CSCI,1300,11,ROBISON,JASON,13,7,100%,5.3,1,5.4,0.8,4-6,5.1,5.1,4.9,4.1,4.9,5.9,RECITATION,BD,EN,TA
20097,CSCI,1300,12,ROBISON,JASON,18,15,100%,4.7,1.3,5.8,0.4,10-12,5.3,5.3,5.5,4.9,4.9,6,RECITATION,BD,EN,TA
20097,CSCI,1300,13,ROBISON,JASON,19,15,100%,4.9,1,5.5,0.8,10-12,4.5,5.1,5.4,5.3,5.1,5.8,RECITATION,BD,EN,TA
20097,CSCI,1300,100,LEWIS,CLAYTON,163,75,99%,4.5,1.3,4.9,1.3,7-9,4.4,4.9,4.9,4.5,4.7,5.8,COMP SCI I: PROGRAMMING,BD,EN,TTT
20097,CSCI,1300,101,CHEESEMAN,DAVID,3,2,100%,3.5,2.1,4.5,0.7,7-9,4.5,4.5,4.5,3.5,3.5,5,RECITATION,BD,EN,TA
20097,CSCI,1300,102,CHEESEMAN,DAVID,19,12,100%,4.4,1.5,4.5,1.4,7-9,4.2,5.2,3.8,4.7,4.8,5.8,RECITATION,BD,EN,TA
20097,CSCI,1300,103,CHEESEMAN,DAVID,25,9,89%,4.3,1.8,4.9,1.5,4-6,4.9,4.7,4.6,4.2,4,5.7,RECITATION,BD,EN,TA
20097,CSCI,1300,104,AHN,JUNHO,22,14,100%,4,1.8,3.5,1.9,4-6,4,3.5,3.8,4.1,3.9,5.8,RECITATION,BD,EN,TA
20097,CSCI,1300,105,AHN,JUNHO,25,7,100%,4.9,0.9,4.3,1.1,7-9,4.4,4,4.9,4.9,5.1,5.9,RECITATION,BD,EN,TA
20097,CSCI,1300,106,AHN,JUNHO,25,10,100%,4.5,1.2,3.8,1.5,4-6,4.9,3.4,3.9,3.6,4.4,5.9,RECITATION,BD,EN,TA
20097,CSCI,1300,107,DIXON,BRYAN,25,18,100%,4.3,1.3,4.5,1,7-9,4.1,4.3,4.9,4.2,4.4,5.6,RECITATION,BD,EN,TA
20097,CSCI,1300,108,DIXON,BRYAN,14,3,100%,4.3,0.6,4.7,1.5,7-9,3.7,4.3,5,4.3,4.3,5.3,RECITATION,BD,EN,TA
20097,CSCI,1300,109,DIXON,BRYAN,5,1,100%,5,,5,,0-3,6,5,3,6,6,6,RECITATION,BD,EN,TA
20097,CSCI,2270,10,MAIN,MICHAEL,88,74,100%,5.2,0.8,5.6,0.6,7-9,4.9,5.3,5.5,4.8,5.2,6,COMP SCI II: DATA STRUCT,BD,EN,TTT
20097,CSCI,2270,11,HUANG,YINGDAN,18,10,100%,4.7,1.1,4.2,0.8,7-9,4.9,3.9,4.7,4.6,4.5,5.9,RECITATION,BD,EN,TA
20097,CSCI,2270,12,HUANG,YINGDAN,20,14,100%,4.4,0.8,3.5,1.2,7-9,4.7,3.5,4.1,4.5,4.4,5.4,RECITATION,BD,EN,TA
20097,CSCI,2270,13,FROHARDT,ROBERT,18,13,100%,4.7,1,5.2,0.6,7-9,4.2,5,5,4.4,4.7,6,RECITATION,BD,EN,TA
20097,CSCI,2270,14,FROHARDT,ROBERT,19,15,100%,5.1,0.9,5.4,0.8,7-9,4.8,4.9,5.1,4.6,4.9,5.9,RECITATION,BD,EN,TA
20097,CSCI,2270,15,FROHARDT,ROBERT,13,12,100%,5.4,0.7,5.3,1.1,10-12,5.3,4.8,5.3,4.9,5.2,6,RECITATION,BD,EN,TA
20097,CSCI,2400,10,GRUNWALD,DIRK,75,45,100%,4.8,1.2,4.9,1.4,10-12,4.6,5,5,5.6,5.2,5.9,COMPUTER SYSTEMS,BD,EN,TTT
20097,CSCI,2400,11,WAILES,CHRISTIAN,15,10,100%,4.7,1.1,4.4,1.5,10-12,4.4,4.1,4.8,5.6,5.3,5.8,RECITATION,BD,EN,TA
20097,CSCI,2400,12,WAILES,CHRISTIAN,17,10,100%,4.9,0.9,4.6,0.8,7-9,4.5,4.2,4.8,5.5,5.3,5.9,RECITATION,BD,EN,TA
20097,CSCI,2400,13,WAILES,CHRISTIAN,18,9,100%,4.1,1.5,4.4,1.4,10-12,4.1,4.1,5.1,5.3,4.9,5.8,REC,BD,EN,TA
20097,CSCI,2400,14,YEE,GARY,19,15,100%,4.8,1.4,4.9,1.3,7-9,4.3,4.4,5.2,5.1,5,5.7,REC,BD,EN,TA
20097,CSCI,2400,15,YEE,GARY,6,5,100%,4.8,1.6,5.8,0.4,7-9,3.8,5.4,5.6,6,5.2,6,REC,BD,EN,TA
20097,CSCI,2824,1,MAIN,MICHAEL,50,36,100%,5,0.9,5.6,0.5,7-9,3.9,5.3,5.7,4.8,4.9,6,DISCRETE STRUCTURES,BD,EN,TTT
20097,CSCI,2830,1,JESSUP,ELIZABETH,22,16,100%,4.4,1.5,4.6,1.4,7-9,3.3,4.3,4.9,4.8,4.8,5.6,SP TPS-LIN ALG COMP SCI,BD,EN,TTT
20097,CSCI,3002,1,EISENBERG,MICHAEL,25,15,100%,5.1,0.7,5.1,1.2,4-6,4.6,5.1,4.8,3.6,4.5,5.9,DSS FOUNDATIONS,BD,EN,TTT
20097,CSCI,3104,10,BLACK,JOHN,24,16,100%,5.2,0.9,5.6,0.6,7-9,4.4,5.3,4.8,4.8,5.1,5.9,ALGORITHMS,BD,EN,TTT
20097,CSCI,3104,11,WAGLE,NEETI,10,6,100%,4.7,1.2,5.3,0.8,4-6,3.8,5,5.7,5.2,4.8,5.8,RECITATION,BD,EN,TA
20097,CSCI,3104,12,WAGLE,NEETI,14,7,100%,5.1,0.7,5.1,0.7,7-9,4.1,4.6,5.9,4,5,5.9,RECITATION,BD,EN,TA
20097,CSCI,3155,10,CHANG,BOR-YUH,18,11,100%,4.3,1.3,4.5,1.6,10-12,3.7,4.1,5.7,5.2,5.1,5.9,PRINCIP OF PROG LANGS,BD,EN,TTT
20097,CSCI,3155,11,ZHENG,CHENYU,7,0,,,,,,,,,,,,,RECITATION,BD,EN,TA
