yearterm,subject,crse,sec,instructor_last,instructor_first,forms_requested,forms_returned,percentage_passed,course_overall,course_overall_SD,instructor_overall,instructor_overall_SD,total_hours,prior_interest,effectiveness,availability,challenge,amount_learned,respect,course_title,campus,college,instructor_group
20087,CSCI,4308,10,SANDERS,BRUCE,49,41,100%,4.2,1.3,4.7,1.3,7-9,4.6,4.4,5.4,4.8,4.1,5.9,SOFTWARE ENG PROJECT 1,BD,EN,OTH
20087,CSCI,4308,11,COBB,GUY,35,28,96%,4.3,1.5,5.1,1,10-12,4.5,4.4,5.1,4.2,3.9,5.9,RECITATION,BD,EN,TA
20087,CSCI,4308,11,ROBINSON,BENJAMIN,14,13,92%,4.4,1.4,4,1.1,7-9,4.8,3.7,3.8,4.7,4.3,5.8,RECITATION,BD,EN,TA
20087,CSCI,4312,1,SIEK,KATIE,13,12,100%,4.8,0.9,5.3,1,4-6,4.3,5.2,5.5,4.3,4.6,6,MEDICAL INFORMATICS,BD,EN,TTT
20087,CSCI,4314,1,GOLDBERG,DEBRA,12,9,100%,3.3,1.2,3.6,1.2,10-12,4.4,3.9,4.9,5,3.9,5.9,ALGORITHMS: MOLECULARBIO,BD,EN,TTT
20087,CSCI,4342,1,ELLIS,CLARENCE,6,6,100%,5.3,0.5,5.7,0.5,4-6,4.3,5.3,5.5,4.2,5,6,GROUPWARE AND WORKFLOW,BD,EN,TTT
20087,CSCI,4448,1,ANDERSON,KENNETH,47,27,100%,5.3,0.9,5.6,0.6,7-9,4.5,5.3,5.5,4.5,5,5.9,OO ANALYSIS & DESIGN,BD,EN,TTT
20087,CSCI,4576,10,WOITASZEK,MATTHEW,18,13,100%,5,0.7,5.3,0.6,13-15,5.2,5,5.8,5.1,5,5.7,HIGH-PERF SCI COMP 1,BD,EN,OTH
20087,CSCI,4576,11,WOITASZEK,MATTHEW,18,12,100%,4.8,0.6,4.7,0.9,13-15,5.3,4.8,5.5,5,4.9,5.7,LAB,BD,EN,OTH
20087,CSCI,4809,1,KING,ROGER,33,20,95%,3.9,1.6,3.7,2,4-6,5.1,4.1,4.7,3.1,3.8,5.8,COMPUTER ANIMATION,BD,EN,TTT
20087,CSCI,4830,3,EISENBERG,MICHAEL,11,10,100%,5.3,1.1,5.3,0.8,4-6,4.5,5.5,5.4,5.2,4.9,5.8,SP TPS-COMP GEOMETRIES,BD,EN,TTT
20087,CSCI,5444,1,EHRENFEUCHT,ANDRZEJ,18,5,100%,4.6,1.1,4.8,1.6,4-6,3.6,4.6,5.6,4,4,6,INTRO TO THEORY OF COMP,BD,EN,TTT
20087,CSCI,5573,1,GRUNWALD,DIRK,13,10,100%,5.4,0.7,5.7,0.7,7-9,5.2,5.8,4.9,4.9,5.3,5.9,ADV OPERATING SYSTEMS,BD,EN,TTT
20087,CSCI,5576,10,TUFO,HENRY,18,13,100%,5,0.7,4.8,0.8,13-15,5.2,4.8,5.2,5.2,5,5.7,HIGH-PERF SCI COMPUTING,BD,EN,TTT
20087,CSCI,5606,1,BYRD,RICHARD,16,12,100%,4.6,1.6,4.9,1.6,10-12,3.9,4.4,5.2,4.8,4.5,5.2,PRIN OF NUM COMPUTATION,BD,EN,TTT
20087,CSCI,5622,1,GRUDIC,GREGORY,35,31,94%,4.9,0.9,5.1,0.8,7-9,5.1,4.8,4.8,4.9,5,5.9,MACHINE LEARNING,BD,EN,TTT
20087,CSCI,5646,1,JESSUP,ELIZABETH,11,10,100%,5.3,0.7,5.8,0.4,7-9,5,5.1,5.7,5.4,4.8,6,NUMERICAL LINEAR ALGEBRA,BD,EN,TTT
20087,CSCI,6000,1,BLACK,JOHN,14,12,100%,4.8,1.3,5.4,0.7,0-3,4.3,4.9,5.3,3.7,4.6,6,NEW PHD,BD,EN,TTT
20087,CSCI,7000,1,MARTIN,JAMES,16,14,100%,5.1,0.6,5.4,0.6,7-9,5,5.4,5.3,4.5,4.9,5.7,TP-INFORMATION RETRIEVAL,BD,EN,TTT
20087,CSCI,7000,2,FISCHER,GERHARD,10,9,100%,4.1,1.2,3.9,1.1,7-9,5,4.3,3.9,3.2,4.1,5.4,DIGITAL & SOCIAL SYSTEMS,BD,EN,TTT
20087,CSCI,7000,4,LV,QIN,7,6,100%,5.3,1.2,5.3,1.6,10-12,5.3,5.2,5.8,5.2,5.2,5.8,SYST/ALG MSSVE DATA APPS,BD,EN,TTT
20087,CSCI,7000,5,PALEN,LEYSIA,12,12,100%,5.3,0.7,5.8,0.4,10-12,4.3,5.8,4.9,4.5,5.6,5.9,HCI: SURVEY & SYNTHESIS,BD,EN,TTT
20087,CSCI,7135,1,DIWAN,AMER,6,6,100%,4.5,0.8,5,0.6,10-12,4.3,4.2,4.8,5.8,4.5,5.5,PROGRAM ANALYSIS,BD,EN,TTT
20087,CSCI,7176,1,CAI,XIAO,7,7,100%,5.6,0.5,5.9,0.4,7-9,5.6,5.9,6,5.1,5.3,6,RCT DEV NUMMETH PAR DFEQ,BD,EN,TTT
20087,CSCI,7422,1,PALMER,MARTHA,4,4,100%,6,0,6,0,4-6,5.8,6,5.8,5.5,5.5,6,COG SCI RSRCH PRAC 2,BD,EN,TTT
20087,CSCI,7818,1,ANDERSON,KENNETH,14,12,100%,5.1,1,5.5,0.8,7-9,5,5.1,5.3,4.5,4.6,5.8,TPCS/SOFTWARE ENGINEER,BD,EN,TTT
20084,CSCI,1300,100,LAMARCHE,JEFFREY,30,0,,,,,,,,,,,,,COMP SCI I: PROGRAMMING,BD,EN,OTH
20084,CSCI,1300,101,LAMARCHE,JEFFREY,30,25,100%,4.8,1,4.8,1.2,13-15,4.7,4.4,5.5,4.9,4.9,5.9,RECITATION,BD,EN,OTH
20084,CSCI,2270,200,WHITE,ELIZABETH,30,22,100%,5,0.7,5.6,0.7,16+,4.7,5.3,5.5,5,5.1,6,COMP SCI II: DATA STRUCT,BD,EN,TA
20084,CSCI,3155,100,JIANG,YIFEI,12,0,,,,,,,,,,,,,PRINCIP OF PROG LANGS,BD,EN,OTH
20084,CSCI,3155,101,JIANG,YIFEI,12,11,100%,4.2,1.3,4,1.3,13-15,4.3,4,4.7,4,4.5,5.8,RECITATION,BD,EN,OTH
20084,CSCI,4229,100,SCHREUDER,WILLEM,23,14,100%,5.5,0.7,5.7,0.5,13-15,5,5.6,5.6,4.9,5.6,5.9,COMPUTER GRAPHICS,BD,EN,OTH
20081,CSCI,1240,1,EISENBERG,MICHAEL,30,12,100%,5.1,0.8,5.8,0.5,4-6,4.8,5.2,5,4.7,5,5.9,COMPUTATIONAL WORLD,BD,EN,TTT
20081,CSCI,1300,100,LEWIS,CLAYTON,197,64,100%,4.1,1.3,4.4,1.4,10-12,4.3,4.4,4.8,4.8,4.4,5.8,COMP SCI I: PROGRAMMING,BD,EN,TTT
20081,CSCI,1300,101,GALLAGHER,SUZANNE,18,5,100%,3.6,1.7,3.8,1.1,7-9,4.2,3.8,4.2,4.8,4.2,5.2,REC,BD,EN,TA
20081,CSCI,1300,102,GALLAGHER,SUZANNE,19,13,100%,4.2,0.9,4.5,0.9,4-6,4.2,3.8,4.8,4.7,4.4,6,REC,BD,EN,TA
20081,CSCI,1300,103,KOH,KYU,20,5,100%,3.6,1.8,4.2,1.3,10-12,4.2,3.4,4.4,3.6,4.3,5.8,REC,BD,EN,TA
20081,CSCI,1300,104,KOH,KYU,23,9,100%,4.2,1.6,4.3,1.1,7-9,4.2,3.8,4.8,4.1,4.1,5.4,REC,BD,EN,TA
20081,CSCI,1300,105,KOH,KYU,20,6,100%,4,0.6,4,0.9,7-9,5.2,3.8,4.5,3.5,3.7,5.3,REC,BD,EN,TA
20081,CSCI,1300,106,HUANG,YINGDAN,20,3,100%,4.3,0.6,3.7,1.2,4-6,5,4,3.7,4.3,4.7,6,REC,BD,EN,TA
20081,CSCI,1300,107,HUANG,YINGDAN,19,4,100%,4,0.8,4.3,1,4-6,3.8,3.5,4,4.8,4.5,6,REC,BD,EN,TA
20081,CSCI,1300,108,HUANG,YINGDAN,20,6,100%,4.5,1.4,3.8,2.1,10-12,4.3,3.5,4.8,5.2,4.3,5.2,REC,BD,EN,TA
20081,CSCI,1300,109,HUANG,YINGDAN,19,8,100%,4,1.7,5,1.4,7-9,3.4,4.5,5.1,5.3,4.1,5.9,REC,BD,EN,TA
20081,CSCI,1300,110,GALLAGHER,SUZANNE,19,5,100%,4.4,1.9,5,1,10-12,5.4,4.2,4.4,4.8,5,5.8,REC,BD,EN,TA
20081,CSCI,2270,10,MISHRA,SHIVAKANT,85,46,100%,3.2,1.5,2.8,1.7,7-9,4.7,2.7,3.7,3.8,3.7,5.5,COMP SCI II: DATA STRUCT,BD,EN,TTT
20081,CSCI,2270,11,LAMARCHE,JEFFREY,17,5,100%,4.6,0.5,4.5,1.7,4-6,4.6,4,5.2,4.4,4.2,5.8,RECITATION,BD,EN,TA
20081,CSCI,2270,12,LAMARCHE,JEFFREY,16,7,100%,4.7,1,4.9,1.1,7-9,4.9,4.4,5.3,4.1,4.4,6,RECITATION,BD,EN,TA
20081,CSCI,2270,13,LAMARCHE,JEFFREY,18,8,100%,3.5,1.6,4.6,1.2,7-9,4.4,4,5.5,4.1,4.1,5.8,RECITATION,BD,EN,TA
20081,CSCI,2270,14,PFEIFFER,JOSPEH,17,9,100%,4.2,1,4.7,0.7,7-9,4.6,4.2,5,4.1,4.3,5.8,RECITATION,BD,EN,TA
20081,CSCI,2270,15,PFEIFFER,JOSPEH,17,4,100%,4.5,0.6,5,0.8,7-9,5.3,5,5.3,4.3,4.8,5.3,RECITATION,BD,EN,TA
20081,CSCI,2400,10,GRUNWALD,DIRK,28,23,100%,5,1.3,5.3,1.1,10-12,4.7,5.1,4.9,5.7,5.3,6,COMPUTER SYSTEMS,BD,EN,TTT
20081,CSCI,2400,11,MACFERRIN,MICHAEL,8,6,100%,5.5,0.5,5.7,0.5,7-9,5.3,5.5,5.5,5.3,5.3,6,REC,BD,EN,TA
20081,CSCI,2400,12,MACFERRIN,MICHAEL,20,9,100%,5.2,1,5.8,0.4,10-12,4.9,5.4,5.8,5.7,5.3,6,REC,BD,EN,TA
20081,CSCI,3104,10,GABOW,HAROLD,53,34,100%,3.2,1.3,3.3,1.5,7-9,4.1,3.1,4.5,5.2,3.8,5.5,ALGORITHMS,BD,EN,TTT
20081,CSCI,3104,11,NIE,SHUXIN,28,16,100%,3,1.2,3.5,1.2,7-9,3.4,3.2,4,4.7,3.7,5.7,RECITATION,BD,EN,TA
20081,CSCI,3104,12,NIE,SHUXIN,25,17,100%,2.8,1.3,2.9,1.3,7-9,4.1,2.5,4.2,4.9,3.5,4.9,RECITATION,BD,EN,TA
20081,CSCI,3155,10,DIWAN,AMER,43,34,100%,5.2,0.8,5.6,0.7,7-9,4.4,5.2,5.6,4.5,5.1,6,PRINCIP OF PROG LANGS,BD,EN,TTT
20081,CSCI,3155,12,KHAN,DANISH,25,9,100%,5.2,0.7,5.4,0.7,4-6,4.9,4.9,5.3,5.2,5.2,6,RECITATION,BD,EN,TA
20081,CSCI,3155,13,KHAN,DANISH,18,11,100%,4.6,1,4.5,1.2,4-6,4.6,4.1,5.3,4.4,4.5,5.9,REC,BD,EN,TA
20081,CSCI,3434,1,EHRENFEUCHT,ANDRZEJ,34,25,100%,4.8,1.4,4.9,1.5,4-6,3.9,5,4.8,4.1,4.7,5.9,THEORY OF COMPUTATION,BD,EN,TTT
20081,CSCI,3656,1,OVTCHINNIKOV,SERGUE,39,15,100%,4.7,1.2,5,1.1,7-9,4.1,4.5,5.5,4.5,4.7,5.8,NUMERICAL COMP 1,BD,EN,OTH
20081,CSCI,3753,10,HAN,RICHARD,57,31,100%,4.7,1,5.1,1,7-9,4.5,4.5,5.2,4.9,4.8,5.8,OPERATING SYSTEMS,BD,EN,TTT
20081,CSCI,3753,11,BEACH,AARON,21,0,,,,,,,,,,,,,REC,BD,EN,TA
20081,CSCI,3753,12,BEACH,AARON,16,0,,,,,,,,,,,,,RECITATION,BD,EN,TA
20081,CSCI,3753,13,BEACH,AARON,20,0,,,,,,,,,,,,,REC,BD,EN,TA
20081,CSCI,4113,1,SCHENK,CHRISTOPHER,62,34,100%,5.7,0.4,5.8,0.4,7-9,5.1,5.7,5.8,5.2,5.7,5.9,UNIX SYSTEM ADMIN,BD,EN,OTH
20081,CSCI,4273,1,GRUNWALD,DIRK,32,23,96%,3.9,1.2,3.9,1.4,10-12,4.6,4,3.7,4.7,4.5,5.9,NETWORK SYSTEMS,BD,EN,TTT
20081,CSCI,4314,800,GOLDBERG,DEBRA,19,17,100%,4.6,0.9,4.6,1,7-9,4.4,4.4,5.1,4.9,4.8,5.9,ALGORITHMS: MOLECULARBIO,BD,EN,TTT
20081,CSCI,4318,10,SANDERS,BRUCE,43,33,100%,4.5,1.2,5.1,1,13-15,4.8,4.8,5.7,5.2,5,5.8,SOFTWARE ENG PROJECT 2,BD,EN,OTH
20081,CSCI,4318,11,COBB,GUY,18,15,100%,4.5,1.2,5.1,0.8,13-15,4.9,4.5,5.4,5.2,5,5.9,RECITATION,BD,EN,TA
20081,CSCI,4318,11,SHIPLEY,KARIE,25,17,100%,4.4,1.2,3.5,1.7,16+,4.8,3.6,4.1,4.9,4.6,4.8,RECITATION,BD,EN,TA
20081,CSCI,4446,1,BRADLEY,ELIZABETH,15,11,100%,4.6,1.4,5.4,1.2,7-9,4.1,5,4.9,4.5,4.5,5.7,CHAOTIC DYNAMICS,BD,EN,TTT
20081,CSCI,4830,2,EISENBERG,MICHAEL,11,10,100%,5.5,0.5,5.8,0.4,10-12,4.3,5.6,5.8,4.4,4.7,6,SP TPS-THINGS THAT THINK,BD,EN,TTT
20081,CSCI,4830,3,LEWIS,CLAYTON,34,14,100%,4.2,1.2,4.8,1.1,7-9,5.2,4.2,4.7,3.9,3.8,5.9,TPC-CS-GAME PROGRAMMING,BD,EN,TTT
20081,CSCI,4830,3,REPENNING,ALEX,34,14,100%,4.2,1.2,5.1,1,7-9,5.2,4.6,4.4,4,3.9,5.9,TPC-CS-GAME PROGRAMMING,BD,EN,OTH
20081,CSCI,4830,5,MOZER,MICHAEL,36,13,100%,5.4,0.9,5.8,0.4,7-9,4.3,5.3,5.5,5.2,5.2,5.9,TPC-COGNITIVE MODELING,BD,EN,TTT
20081,CSCI,4830,5,JONES,MATTHEW,36,13,100%,5.5,0.7,5.6,0.7,7-9,4.2,5.3,5.5,5.2,5.3,5.9,TPC-COGNITIVE MODELING,BD,EN,TTT
20081,CSCI,4830,800,LEWIS,CLAYTON,15,7,100%,4.6,0.8,5.6,0.5,4-6,4.9,4.8,4.7,4.3,4.4,5.9,OPN SPC DEV MOBL PTLFRM,BD,EN,TTT
20081,CSCI,4838,800,SIEK,KATIE,16,16,100%,3.9,1,4.3,1.2,10-12,4.5,4,5.2,4.3,4.4,5.9,USER INTERFACE DESIGN,BD,EN,OTH
20081,CSCI,5454,1,GABOW,HAROLD,14,11,100%,5.5,0.8,5.5,0.9,10-12,4.9,5.1,5.8,5.6,5.4,5.8,DESIGN ANLYS OF ALGOS,BD,EN,TTT
20081,CSCI,5622,1,GRUDIC,GREGORY,25,23,100%,5,0.9,5,0.9,7-9,5.4,5.3,4.9,4.9,4.9,5.9,MACHINE LEARNING,BD,EN,TTT
20081,CSCI,5673,1,MISHRA,SHIVAKANT,22,10,100%,4.7,0.8,4.8,0.8,10-12,4.8,4.7,4.7,5.1,4.8,5.9,DISTRIBUTED SYSTEMS,BD,EN,TTT
20081,CSCI,5722,1,MULLIGAN,JANE,19,17,100%,4.5,1.4,4.5,1.5,10-12,4.9,4.3,5.3,5.1,4.7,5.8,COMPUTER VISION,BD,EN,OTH
20081,CSCI,5817,1,KING,ROGER,36,26,88%,4,1.5,3.8,1.4,7-9,4.2,4.1,5.1,3.8,3.8,6,DATABASE SYSTEMS,BD,EN,TTT
20081,CSCI,5828,1,ANDERSON,KENNETH,27,17,100%,5.1,1.1,5.6,0.7,7-9,4.4,5.1,5.8,4.8,5.1,5.9,FOUNDATIONS/SFTWARE ENGR,BD,EN,TTT
20081,CSCI,5832,1,MARTIN,JAMES,24,19,100%,5.1,0.8,5.3,1,7-9,4.6,5.2,4.4,5.2,5.3,5.8,NATURAL LANG PROCESSING,BD,EN,TTT
20081,CSCI,6686,1,BYRD,RICHARD,9,7,100%,5,0.8,5.4,0.5,7-9,4.9,5.3,5.9,5.3,5.3,5.9,NUM MTHDS/CONST OPTIMIZ,BD,EN,TTT
20081,CSCI,7000,1,BLACK,JOHN,4,2,100%,6,0,6,0,7-9,4.5,6,6,5,6,6,TPC-CRYTPOGRAPHY,BD,EN,TTT
20081,CSCI,7772,800,SUMNER,TAMARA,5,4,100%,5.3,1,5.5,0.6,0-3,5.5,5,5.3,4.8,4.8,6,TPCS-COGNITIVE SCIENCE,BD,EN,TTT
20077,CSCI,1000,1,LEWIS,CLAYTON,42,21,100%,3.6,1.5,4.1,1.5,0-3,4.4,4.1,4.9,2.6,3.4,5.9,CS AS FIELD OF WK & STDY,BD,EN,TTT
20077,CSCI,1220,1,BENNETT,JOHN,49,36,100%,5.1,0.9,5.7,0.5,4-6,3.9,5.3,5.3,5.1,5,5.9,VR: INTRO TO COMP SCI,BD,EN,TTT
20077,CSCI,1300,10,GRUNWALD,DIRK,45,20,100%,4.6,1.3,4.9,1.3,10-12,4.6,4.8,5.4,5,4.7,5.8,COMP SCI I: PROGRAMMING,BD,EN,TTT
20077,CSCI,1300,11,MACFERRIN,MICHAEL,15,9,100%,5.6,0.7,5.7,0.5,10-12,5.1,5.3,5.7,5.2,5.1,5.9,RECITATION,BD,EN,TA
20077,CSCI,1300,12,MACFERRIN,MICHAEL,15,9,100%,4.9,1.1,5.3,0.7,10-12,4.3,4.8,5.1,4.6,4.8,5.9,RECITATION,BD,EN,TA
20077,CSCI,1300,13,MACFERRIN,MICHAEL,15,12,100%,4.5,1,5.3,0.6,7-9,4.3,4.4,5.5,5,4.8,5.9,REC,BD,EN,TA
20077,CSCI,1300,100,LEWIS,CLAYTON,190,67,98%,4.1,1.2,4.4,1.2,10-12,4.2,4.3,5.2,4.8,4.8,5.8,COMP SCI I: PROGRAMMING,BD,EN,TTT
20077,CSCI,1300,101,HOENIGMAN,RHONDA,19,9,100%,4.1,1.1,4.1,1.3,10-12,4.1,3.7,4.4,4.2,4.6,5.9,REC,BD,EN,TA
20077,CSCI,1300,102,HUANG,YINGDAN,23,13,100%,4.1,1.5,4.5,1.3,10-12,4.3,3.7,4.9,4.4,4.5,5.7,REC,BD,EN,TA
20077,CSCI,1300,103,HUANG,YINGDAN,20,8,100%,4.3,0.7,4.1,1.5,7-9,3.6,3.3,4.6,4.4,4,5.6,REC,BD,EN,TA
20077,CSCI,1300,104,MARSHALL,PAUL,21,12,100%,4.8,1.1,5.7,0.8,7-9,3.8,4.8,5.3,5.3,5.3,5.8,REC,BD,EN,TA
20077,CSCI,1300,105,MARSHALL,PAUL,22,13,100%,4.3,1.4,5.2,1,7-9,4.8,4.4,5.1,4.9,4.5,5.8,REC,BD,EN,TA
20077,CSCI,1300,106,BEACH,AARON,20,13,100%,4.8,1.1,5.5,1,7-9,4.6,4.9,5.4,4.5,5.4,5.8,REC,BD,EN,TA
20077,CSCI,1300,107,BEACH,AARON,22,14,100%,4.4,1,5,1,10-12,4.1,4.9,5.1,5,5.1,5.9,REC,BD,EN,TA
20077,CSCI,1300,108,NIE,SHUXIN,21,11,100%,4.1,1.2,3.9,1.5,7-9,4.3,3.2,4.6,4.6,5,5.5,REC,BD,EN,TA
20077,CSCI,1300,109,NIE,SHUXIN,22,3,100%,4.3,0.6,4,1,10-12,4,4,4.3,3,3.7,6,REC,BD,EN,TA
20077,CSCI,2270,10,MAIN,MICHAEL,83,63,100%,5.1,1.1,5.5,1,10-12,5,5.3,5.5,5,5.1,5.8,COMP SCI II: DATA STRUCT,BD,EN,TTT
20077,CSCI,2270,11,WETZLER,PHILIP,22,16,100%,5.1,0.8,5.3,0.8,10-12,5.1,4.9,5.1,4.8,5.3,5.9,RECITATION,BD,EN,TA
20077,CSCI,2270,12,WETZLER,PHILIP,25,23,100%,5.1,0.8,5.3,0.9,10-12,5,4.7,5.2,5.1,5.1,5.9,RECITATION,BD,EN,TA
20077,CSCI,2270,13,LAMARCHE,JEFFREY,18,11,100%,4.8,0.4,5.2,1,7-9,4.6,4.6,4.9,4.5,5.2,5.8,REC,BD,EN,TA
20077,CSCI,2270,14,LAMARCHE,JEFFREY,18,14,100%,4.3,1.6,4.6,1.2,7-9,5.1,3.6,4.5,4.8,4.6,6,RECITATION,BD,EN,TA
20077,CSCI,2830,1,BYRD,RICHARD,29,15,100%,4.2,1.3,4.5,1.4,4-6,3.1,3.9,4.9,3.7,3.8,5.9,SP TPS-LIN ALG COMP SCI,BD,EN,TTT
20077,CSCI,3104,10,EHRENFEUCHT,ANDRZEJ,46,26,100%,4.7,1.1,4.8,1.3,7-9,4.5,4.8,5,4.4,4.8,5.9,ALGORITHMS,BD,EN,TTT
20077,CSCI,3104,11,GALLAGHER,SUZANNE,26,25,100%,4.4,1.2,4.4,1.1,7-9,4.4,4.2,4.9,4.7,4.8,5.7,RECITATION,BD,EN,TA
20077,CSCI,3104,12,GALLAGHER,SUZANNE,20,1,100%,5,,5,,10-12,5,5,6,6,6,6,REC,BD,EN,TA
20077,CSCI,3155,10,MAIN,MICHAEL,39,32,100%,4.3,1.1,5,1,7-9,4.3,4.6,5.3,4.8,4.6,5.9,PRINCIP OF PROG LANGS,BD,EN,TTT
20077,CSCI,3155,11,ANDERSON,ERIC,27,24,100%,4,1.3,4,1.4,7-9,4.2,4.1,4.6,4.5,4.4,5.5,RECITATION,BD,EN,TA
20077,CSCI,3155,12,ANDERSON,ERIC,12,11,100%,4.8,0.9,4.5,1.3,4-6,3.6,4.3,4.6,4.2,4.4,6,RECITATION,BD,EN,TA
20077,CSCI,3202,1,GRUDIC,GREGORY,55,42,100%,4,1.1,4.5,1.2,4-6,4.6,4.5,4.5,4,3.8,5.9,INTRO ARTIFICIAL INTELL,BD,EN,TTT
20077,CSCI,3287,1,KING,ROGER,50,30,100%,2.7,1.5,2.9,1.4,7-9,4,2.9,4.3,4.6,3.4,5.7,DATABASES INFO SYSTEMS,BD,EN,TTT
20077,CSCI,3308,10,DIWAN,AMER,47,29,100%,5.5,0.7,5.8,0.5,7-9,4.5,5.5,5.3,4.5,5.4,6,SOFTWARE ENG METHODS,BD,EN,TTT
20077,CSCI,3308,11,REICHENBACH,C,17,13,100%,5.2,1.5,5.5,1,7-9,4.2,4.8,5.5,4.3,5.2,6,LAB,BD,EN,TA
20077,CSCI,3308,12,REICHENBACH,C,16,16,100%,5.4,0.6,5.8,0.4,4-6,4.4,5.3,5.3,4.3,5.7,5.9,LAB,BD,EN,TA
20077,CSCI,3308,13,REICHENBACH,C,14,13,100%,5,1,5.1,0.7,7-9,4.1,5.1,5.5,4.3,5.1,6,LAB,BD,EN,TA
20077,CSCI,3434,1,GOLDBERG,DEBRA,11,9,100%,5.3,0.7,5.3,0.7,7-9,3.1,5.2,5.1,5,5.4,6,THEORY OF COMPUTATION,BD,EN,TTT
20077,CSCI,3702,1,MOZER,MICHAEL,27,14,100%,3.9,1.5,5.1,0.9,7-9,4.4,4.2,5.4,5.1,4.4,6,COGNITIVE SCIENCE,BD,EN,TTT
20077,CSCI,3702,2,RUPERT,ROBERT,21,21,100%,4.3,1.4,4.9,1.2,7-9,4.4,4.4,5.3,5.2,4.7,5.7,COGNITIVE SCIENCE,BD,EN,TTT
20077,CSCI,4229,1,SCHREUDER,WILLEM,58,25,100%,5.5,0.7,5.6,0.5,7-9,4.5,5.4,5.5,4.8,5.2,6,COMPUTER GRAPHICS,BD,EN,TTT
20077,CSCI,4273,1,MISHRA,SHIVAKANT,27,20,100%,4,1,3.9,1,10-12,4.6,3.8,4.6,4.5,4.3,5.7,NETWORK SYSTEMS,BD,EN,TTT
20077,CSCI,4308,10,SANDERS,BRUCE,43,40,100%,4.3,1.5,4.8,1.5,13-15,4.9,4.5,5.5,5.2,4.4,6,SOFTWARE ENG PROJECT 1,BD,EN,OTH
20077,CSCI,4308,11,COBB,GUY,18,18,100%,4.2,1.6,4.6,1.4,13-15,4.9,4.3,5.2,4.7,4.4,5.9,RECITATION,BD,EN,TA
20077,CSCI,4308,11,SHIPLEY,KARIE,25,21,95%,4.1,1.6,3.3,1.6,13-15,5,3.4,4.8,4.7,4,4.9,RECITATION,BD,EN,TA
20077,CSCI,4448,1,ANDERSON,KENNETH,54,29,100%,4.8,1.3,5,1.1,7-9,4.8,4.5,5.2,4.3,4.4,5.8,OO ANALYSIS & DESIGN,BD,EN,TTT
20077,CSCI,4576,10,COPE,J/VORAN,T,11,11,100%,4.8,1,5,1.1,13-15,5.2,4.7,5,5.2,5.3,6,,BD,CSCI,1
20077,CSCI,4576,11,WOITASZEK,MATTHEW,13,13,100%,4.8,1.2,5.2,1.1,13-15,5.2,5.2,5.5,5.2,5.2,5.9,LAB,BD,EN,TA
20077,CSCI,4830,1,KING,ROGER,23,11,91%,4.4,1.5,4.2,1.5,4-6,4.5,4.5,5.2,4.3,4.8,6,TPC-ANIMATION/EVERYONE,BD,EN,TTT
20077,CSCI,4838,1,PALEN,LEYSIA,20,18,100%,4.8,1.3,5.1,1.3,10-12,4.3,4.9,4.9,4.3,4.9,5.9,USER INTERFACE DESIGN,BD,EN,TTT
20077,CSCI,5444,1,EHRENFEUCHT,ANDRZEJ,28,17,100%,4.2,0.9,4.9,1.1,4-6,4,4.6,5.1,4.2,4.2,5.5,INTRO TO THEORY OF COMP,BD,EN,TTT
20077,CSCI,5535,1,DIWAN,AMER,14,12,100%,4.9,1.3,5.2,1.4,10-12,4.3,4.8,5.8,5.7,5.1,5.9,FUND CONCEPTS/PROG LANG,BD,EN,TTT
